cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-fixed-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,posit-fixed-1995,precosat-2009,rsat-fixed-2007,satelite-gti-2005,sbva-cadical-2023,zchaff-2004
289-sat-12x14,SATISFIABLE,0.95,0.03,0.36,0.04,0.06,0.25,0.53,0.32,0.53,0.02,0.03,0.03,1.18,0.06,0.14,0.14,0.18,0.17,0.15,0.41,0.23,FAILED,0.24,0.24,0.16,1.47,0.39
289-sat-12x15,SATISFIABLE,0.95,0.10,0.45,0.07,0.15,0.32,0.30,0.25,0.57,0.04,0.04,0.04,3.43,0.12,0.09,0.26,0.70,0.73,1.10,0.32,0.31,FAILED,0.26,0.60,0.36,1.25,0.73
289-sat-4x8,SATISFIABLE,0.01,0.01,0.01,0.02,0.01,0.04,0.07,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.09,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.05,0.03,0.02,0.27,0.01
289-sat-4x8.cnf.mis-95.debugged,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-sat-5x8,SATISFIABLE,0.01,0.01,0.01,0.02,0.01,0.01,0.10,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.15,0.01,0.01,0.11,0.01,0.01,0.01,0.03,0.01,0.03,0.02,0.40,0.02
289-sat-5x8.cnf.mis-119.debugged,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-sat-6x19,SATISFIABLE,0.34,0.02,0.05,0.03,0.02,0.05,0.30,0.11,0.09,0.02,0.02,0.01,0.25,0.06,0.09,0.08,0.08,0.08,0.06,0.06,0.08,0.31,0.06,0.14,0.09,0.44,0.40
289-sat-6x20,SATISFIABLE,0.40,0.02,0.06,0.02,0.03,0.07,0.24,0.10,0.18,0.01,0.02,0.02,0.16,0.08,0.06,0.09,0.09,0.09,0.10,0.13,0.13,0.29,0.13,0.19,0.11,0.46,0.49
289-sat-6x8,SATISFIABLE,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.03,0.02,0.01,0.01,0.01,0.02,0.03,0.10,0.01,0.01,0.06,0.01,0.02,0.01,0.03,0.01,0.04,0.02,0.35,0.06
289-sat-6x8.cnf.mis-143.debugged,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-sat-6x9,SATISFIABLE,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.02,0.02,0.01,0.02,0.05,0.03,0.11,0.01,0.02,0.01,0.01,0.02,0.02,0.04,0.03,0.05,0.02,0.21,0.14
289-sat-7x6.cnf.mis-125.debugged,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-sat-9x13,SATISFIABLE,0.40,0.01,0.06,0.03,0.03,0.07,0.26,0.13,0.13,0.02,0.02,0.02,0.31,0.06,0.11,0.07,0.05,0.25,0.08,0.07,0.06,0.34,0.12,0.14,0.09,0.52,0.54
289-unsat-13x32,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-14x34,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-14x38,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-17x27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-17x30,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-21x14,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-21x39,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-21x40,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-5x41,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-6x30,SATISFIABLE,18.52,36.74,0.19,0.19,FAILED,8.51,0.57,1.23,0.57,0.64,0.12,0.09,3.37,0.22,2.10,2519.39,0.17,0.23,0.26,FAILED,167.55,FAILED,FAILED,FAILED,FAILED,1.98,2461.42
289-unsat-6x34,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-6x40,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-7x39,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
289-unsat-9x32,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
2bitcomp_5.hg_20,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4932.33,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
2bitmax_6.cnf.mis-133.debugged,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
2dlx_ca_bp_f_liveness,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
2dlx_ca_mc_ex_bp_f.shuffled,UNSATISFIABLE,1.45,0.27,FAILED,0.65,2.11,0.72,0.72,0.58,FAILED,0.76,0.71,0.72,2.40,2.12,6.11,0.53,5.55,4.99,4.96,0.39,0.56,FAILED,0.84,1.01,0.83,2.26,0.47
2dlx_cc_mc_ex_bp_f.shuffled,UNSATISFIABLE,1.93,0.63,FAILED,1.37,4.78,1.34,2.37,0.98,FAILED,1.31,1.43,1.56,14.25,5.19,12.80,0.92,7.45,8.50,7.30,1.49,2.37,FAILED,1.36,1.97,1.18,3.52,1.09
38bits_10.dimacs,SATISFIABLE,1.93,40.77,FAILED,11.92,82.88,13.82,19.13,21.30,FAILED,17.37,17.01,10.90,177.12,1.19,22.88,15.91,7.84,32.07,32.71,36.29,3.99,FAILED,11.71,55.96,12.89,13.26,98.49
3bitadd_31.shuffled,SATISFIABLE,2.02,3.02,FAILED,1.98,FAILED,19.91,25.27,8.32,FAILED,0.24,0.29,0.25,FAILED,0.31,0.89,2504.41,24.14,26.38,22.12,FAILED,2.32,FAILED,8.01,4.74,FAILED,1.08,1.73
3bitadd_32.cnf.gz.CP3-cnfmiter,UNSATISFIABLE,854.75,3036.44,FAILED,170.29,FAILED,FAILED,2809.30,1868.99,FAILED,17.53,43.07,43.42,FAILED,196.26,1386.72,2543.26,217.74,FAILED,57.17,FAILED,4429.17,FAILED,27.22,FAILED,FAILED,485.66,298.18
3blocks.cnf.mis-137.debugged,UNSATISFIABLE,32.19,104.17,FAILED,27.42,3449.74,59.66,10.10,9.62,FAILED,20.65,28.68,28.84,FAILED,27.57,32.69,16.38,20.90,21.72,22.19,82.24,284.96,FAILED,35.21,105.90,78.05,5.90,668.85
3col100_5_1.shuffled,SATISFIABLE,0.02,0.05,0.74,0.05,0.14,0.02,0.03,0.03,2.24,0.08,0.06,0.07,0.11,0.13,0.04,0.01,0.20,0.84,0.78,0.02,0.01,1.38,0.02,0.07,0.06,0.23,0.16
3col120_5_2.shuffled,SATISFIABLE,0.28,1.33,70.98,0.10,1.88,0.01,0.30,0.43,3070.36,0.16,0.46,0.88,0.57,0.77,0.70,0.38,8.19,0.26,0.35,0.12,0.18,29.63,0.17,0.26,0.09,0.78,2.48
3col140_5_1.shuffled,SATISFIABLE,0.05,0.13,36.36,0.02,0.55,0.06,0.16,0.29,77.27,0.19,0.16,0.18,0.32,0.51,0.27,0.05,0.04,0.05,0.04,0.04,0.03,23.20,0.02,0.20,0.16,0.42,0.15
3col160_5_6.shuffled,SATISFIABLE,0.04,0.51,593.12,0.25,0.51,0.01,0.25,0.30,343.47,0.30,0.20,0.14,0.35,0.67,0.14,0.16,2.43,0.26,0.28,0.41,0.08,14.59,0.02,0.36,0.62,0.35,0.25
3col180_5_6.shuffled,SATISFIABLE,0.45,0.14,1159.37,0.14,5.18,0.50,0.25,0.09,484.25,1.52,1.56,0.69,1.83,0.77,0.55,1.06,1.16,7.28,6.17,0.24,0.12,1451.83,0.16,0.69,0.82,0.70,0.77
3col200_5_5.shuffled,SATISFIABLE,0.99,3.69,FAILED,2.84,3.34,0.12,0.61,5.25,FAILED,0.10,0.12,0.08,7.01,0.51,1.28,1.93,4.20,6.89,6.30,0.33,0.15,1662.88,1.91,1.03,3.24,0.42,12.30
3col20_5_6.shuffled,UNSATISFIABLE,0.01,0.01,0.01,0.02,0.01,FAILED,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0.01,0.01,0.69,0.02,0.01,0.15,0.01
3col220_5_9.shuffled,SATISFIABLE,1.32,2.89,FAILED,0.45,1.58,0.74,3.68,0.32,FAILED,1.54,0.72,1.55,7.34,2.13,6.03,4.57,7.43,10.78,10.89,0.06,0.04,FAILED,0.90,1.52,0.60,2.19,3.41
3col240_5_10.shuffled,SATISFIABLE,3.40,6.08,FAILED,7.09,46.78,0.15,3.02,0.11,FAILED,2.74,0.33,0.28,263.75,3.97,1.80,7.58,13.22,6.60,7.17,0.51,2.45,FAILED,0.29,2.27,2.59,13.45,14.58
3col260_5_9.shuffled,SATISFIABLE,8.37,21.37,FAILED,2.32,8.98,117.21,2.39,11.89,FAILED,3.87,1.19,6.86,1062.95,7.27,5.40,6.30,10.12,15.77,17.97,3.40,18.43,FAILED,10.80,36.79,5.34,11.82,23.64
3col280_5_8.shuffled,SATISFIABLE,12.56,78.55,FAILED,13.67,268.35,0.85,15.66,13.38,FAILED,3.63,9.20,1.95,FAILED,18.93,4.08,32.41,10.69,11.93,12.59,0.53,0.76,FAILED,9.44,53.52,18.52,13.35,245.04
3col300_5_2.shuffled,SATISFIABLE,223.30,245.00,FAILED,44.19,FAILED,1843.27,340.68,48.31,FAILED,9.03,33.89,34.78,FAILED,145.28,516.90,133.94,58.18,150.50,170.53,3.56,46.22,FAILED,40.83,2981.97,8.18,20.20,3732.30
3col40_5_3.shuffled,UNSATISFIABLE,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.02,0.01,0.35,0.01
3col60_5_9.shuffled,UNSATISFIABLE,0.01,0.01,0.03,0.04,0.01,0.01,0.13,0.02,0.07,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.01,0.07,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.44,0.02
3col80_5_4.shuffled,SATISFIABLE,0.01,0.02,0.07,0.02,0.03,0.01,0.04,0.03,0.04,0.01,0.01,0.01,0.03,0.03,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.05,0.01,0.04,0.03,0.16,0.03
3pipe_1_ooo,UNSATISFIABLE,0.93,0.32,FAILED,0.91,3.90,0.90,1.12,1.07,FAILED,0.74,0.65,0.83,7.57,1.56,5.41,0.49,7.74,7.87,9.19,0.73,1.50,FAILED,0.65,0.74,0.44,4.82,0.56
40bits_10.dimacs,SATISFIABLE,10.33,54.37,FAILED,9.19,204.92,34.69,13.33,13.90,FAILED,14.82,7.53,19.59,298.41,24.00,47.97,18.47,17.20,27.12,27.27,4.13,5.02,FAILED,1.12,14.62,10.56,1.73,225.54
42.shuffled,UNSATISFIABLE,0.01,0.01,FAILED,0.01,0.01,0.01,0.12,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,FAILED,0.01,0.02,0.01,0.35,0.01
42bits_12.dimacs,SATISFIABLE,113.21,399.24,FAILED,27.21,807.00,157.24,24.25,120.23,FAILED,63.22,68.04,33.17,241.99,13.40,134.42,21.85,29.30,41.74,28.68,98.46,52.27,FAILED,83.58,6.86,53.48,57.06,916.17
44bits_11.dimacs,SATISFIABLE,577.63,FAILED,FAILED,104.26,721.88,173.24,218.93,298.85,FAILED,131.77,193.90,5.21,2506.39,308.79,113.78,103.61,170.91,84.84,62.88,173.20,11.15,FAILED,241.19,612.91,669.92,60.06,3419.62
46bits_11.dimacs,SATISFIABLE,865.07,FAILED,FAILED,149.13,2369.37,10.16,179.31,613.24,FAILED,641.12,469.65,225.77,FAILED,414.53,7.37,212.06,465.49,345.88,267.79,181.28,735.90,FAILED,1143.58,1802.79,70.17,270.26,4492.50
46bits_12.dimacs,SATISFIABLE,236.09,1707.83,FAILED,18.93,1742.78,691.88,193.76,289.37,FAILED,178.95,120.90,135.85,FAILED,348.26,293.79,90.88,110.33,62.98,12.64,369.76,90.64,FAILED,267.97,868.29,95.71,29.52,3361.05
46bits_14.dimacs,SATISFIABLE,813.19,FAILED,FAILED,316.23,2392.29,1242.18,1043.52,659.41,FAILED,48.27,623.04,222.83,FAILED,588.81,903.38,103.03,192.46,102.19,151.51,104.24,185.97,FAILED,76.97,1413.15,146.59,448.93,FAILED
48bits_11.dimacs,SATISFIABLE,978.40,FAILED,FAILED,1067.44,1428.34,1041.95,1134.05,1660.56,FAILED,441.32,893.11,349.84,FAILED,1242.90,409.44,304.34,441.66,580.54,368.91,282.72,626.00,FAILED,61.93,1668.14,493.61,549.09,FAILED
48bits_12.dimacs,SATISFIABLE,2668.50,FAILED,FAILED,559.49,FAILED,379.00,1229.63,676.01,FAILED,808.89,412.27,744.23,FAILED,1061.64,917.58,386.93,725.57,335.14,105.69,17.08,124.79,FAILED,3200.79,FAILED,146.16,1076.95,FAILED
48bits_13.dimacs,SATISFIABLE,435.81,FAILED,FAILED,501.00,4902.49,1221.23,439.04,553.12,FAILED,698.91,1054.15,566.30,FAILED,755.00,1097.01,763.24,1160.40,152.56,99.15,2098.95,1080.71,FAILED,2525.15,856.76,1603.67,850.85,FAILED
48bits_14.dimacs,SATISFIABLE,2611.45,FAILED,FAILED,394.78,FAILED,1900.41,1619.57,1908.19,FAILED,182.68,559.57,618.46,FAILED,35.56,1285.94,47.51,597.77,117.01,268.82,76.03,381.05,FAILED,2811.35,FAILED,70.27,112.97,FAILED
49-132779,SATISFIABLE,FAILED,FAILED,FAILED,4587.48,FAILED,FAILED,FAILED,FAILED,FAILED,1533.12,217.94,554.70,FAILED,1209.36,2463.29,FAILED,685.35,1417.15,211.70,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,457.33,FAILED
49-133045,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,513.31,469.43,FAILED,FAILED,FAILED,FAILED,FAILED,2125.46,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1480.79,FAILED
49-133485,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1228.36,739.80,FAILED,1762.45,2626.48,789.51,3896.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,356.14,FAILED
4col100_9_9.shuffled,UNSATISFIABLE,14.76,46.80,FAILED,9.65,190.60,6.98,10.34,11.84,FAILED,11.30,13.10,10.48,157.88,11.98,13.92,11.89,16.43,16.14,17.43,4.00,12.30,453.52,5.26,56.82,5.10,7.94,292.50
4col120_9_2.shuffled,UNSATISFIABLE,273.17,FAILED,FAILED,128.81,FAILED,172.38,180.87,561.25,FAILED,167.85,343.19,341.45,FAILED,150.03,175.02,106.14,69.56,85.05,92.69,60.32,248.14,FAILED,105.27,910.92,67.00,172.56,FAILED
4col140_9_7.shuffled,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,3682.65,4684.49,FAILED,FAILED,4559.89,FAILED,FAILED,FAILED,3312.91,4652.48,1213.43,1670.85,969.03,1070.01,852.79,2924.68,FAILED,3682.93,FAILED,766.39,4938.38,FAILED
4col160_9_8.shuffled,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4col180_9_1.shuffled,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4col200_9_5.shuffled,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4col220_9_1.shuffled,SATISFIABLE,FAILED,FAILED,FAILED,3350.54,FAILED,FAILED,FAILED,FAILED,FAILED,524.26,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1097.94,FAILED
4col240_9_2.shuffled,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1122.03,FAILED
4col260_9_6.shuffled,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4col280_9_9.shuffled,SATISFIABLE,FAILED,FAILED,FAILED,2729.21,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_5color_166_100_02,SATISFIABLE,882.71,557.04,FAILED,557.95,FAILED,2148.47,84.49,401.94,FAILED,426.71,540.26,45.29,FAILED,2756.63,159.79,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2059.04,911.16,FAILED,750.04,FAILED
4g_5color_168_100_02,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_5color_170_050_05,SATISFIABLE,63.72,3778.13,FAILED,2.44,FAILED,FAILED,FAILED,FAILED,FAILED,131.96,819.10,1064.58,FAILED,1677.95,2672.16,1373.80,190.58,599.22,FAILED,80.64,FAILED,FAILED,1352.78,FAILED,FAILED,2733.71,FAILED
4g_5color_170_060_05,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_6color_180_100_02,SATISFIABLE,107.57,FAILED,FAILED,FAILED,FAILED,2508.22,FAILED,1614.46,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3468.99,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3077.89,FAILED
4g_6color_182_100_02,SATISFIABLE,3104.47,FAILED,FAILED,FAILED,FAILED,3948.24,1261.60,FAILED,FAILED,2896.84,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3070.90,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_6color_366_060_06,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2139.74,1499.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_6color_366_070_06,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4pipe_1_ooo,UNSATISFIABLE,4.52,2.20,FAILED,2.86,13.41,18.82,8.70,5.53,FAILED,3.15,2.33,3.43,FAILED,4.53,13.52,2.23,12.31,12.67,11.02,11.53,6.04,FAILED,2.18,11.10,5.14,19.69,4.24
4pipe_3_ooo,UNSATISFIABLE,6.97,1.86,FAILED,6.46,70.94,26.31,8.16,10.23,FAILED,3.83,4.11,4.22,FAILED,7.15,14.82,2.88,13.11,14.23,15.53,24.85,18.99,FAILED,3.77,6.18,17.97,28.70,3.92
4pipe_4_ooo,UNSATISFIABLE,5.57,2.77,FAILED,5.15,160.48,44.20,25.98,13.15,FAILED,3.65,3.53,3.94,FAILED,4.87,15.00,10.10,16.54,17.73,13.86,73.31,48.99,FAILED,4.44,20.48,36.54,10.28,5.93
5-SATISFIABLE,SATISFIABLE,1448.25,FAILED,FAILED,1698.61,FAILED,1765.28,2787.32,2026.52,FAILED,359.82,534.19,317.24,FAILED,FAILED,FAILED,842.75,701.73,391.07,2258.79,FAILED,FAILED,FAILED,1981.80,FAILED,FAILED,1497.15,FAILED
50bit.dimacs,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
50bits_10.dimacs,SATISFIABLE,3144.50,FAILED,FAILED,1704.12,FAILED,FAILED,723.06,4378.22,FAILED,2651.01,3856.53,238.18,FAILED,3329.11,4191.33,902.71,241.32,600.42,135.43,1013.00,89.92,FAILED,1101.03,FAILED,1641.10,217.84,FAILED
50bits_11.dimacs,SATISFIABLE,1303.11,FAILED,FAILED,550.88,FAILED,292.08,542.39,2880.23,FAILED,2108.72,1685.46,620.23,FAILED,2139.45,52.46,606.31,284.28,490.26,556.44,122.50,1128.79,FAILED,701.86,3288.86,196.87,1253.08,FAILED
50bits_13.dimacs,SATISFIABLE,1887.34,FAILED,FAILED,599.22,FAILED,515.63,2048.69,FAILED,FAILED,4048.02,1315.67,1217.42,FAILED,477.11,840.94,1083.79,2025.50,376.39,201.92,570.33,1682.36,FAILED,FAILED,FAILED,610.76,2942.06,FAILED
50bits_14.dimacs,SATISFIABLE,2841.81,FAILED,FAILED,2238.67,FAILED,FAILED,2113.82,1215.10,FAILED,326.57,494.63,2510.86,FAILED,699.10,FAILED,273.47,930.74,901.52,1081.33,3499.89,1199.47,FAILED,2549.67,4726.59,2173.26,1468.79,FAILED
51,UNSATISFIABLE,320.80,FAILED,FAILED,410.16,FAILED,FAILED,175.96,331.25,FAILED,380.23,775.64,190.27,FAILED,4926.15,4590.25,2756.19,177.00,1380.84,1134.68,593.70,245.66,FAILED,43.90,618.68,424.35,433.71,FAILED
52bits_12.dimacs,SATISFIABLE,FAILED,FAILED,FAILED,4346.05,FAILED,1051.04,2191.63,4325.66,FAILED,3481.29,358.70,3656.55,FAILED,FAILED,3007.21,2484.47,4119.97,979.42,3852.42,FAILED,1456.01,FAILED,FAILED,FAILED,1907.05,FAILED,FAILED
