cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,glucose-2016,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2010,lingeling-2011,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2005,minisat-2006,minisat-2008,picosat-2007,precosat-2009,rsat-2007,satelite-gti-2005,siege-2003,zchaff-2004,zchaff-2007
003-23-80,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1519.76,4261.29,4386.47,FAILED,887.36,1448.62,FAILED,FAILED,FAILED,FAILED,747.58,FAILED,897.58,FAILED,FAILED,FAILED,528.07,FAILED,FAILED,FAILED,FAILED,FAILED
005-80-12,SATISFIABLE,1041.56,FAILED,FAILED,FAILED,FAILED,FAILED,1047.14,1240.11,1322.56,FAILED,4084.24,4563.50,4712.46,FAILED,FAILED,FAILED,FAILED,FAILED,1220.12,682.18,1038.32,674.09,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4831.61,FAILED,FAILED
006,SATISFIABLE,FAILED,FAILED,FAILED,2189.69,FAILED,FAILED,FAILED,FAILED,1179.85,FAILED,1260.23,421.46,422.68,FAILED,2636.36,FAILED,130.74,1754.02,38.12,250.99,2036.42,748.68,240.70,FAILED,1315.38,FAILED,FAILED,FAILED,426.56,FAILED,FAILED,FAILED
008-80-8,SATISFIABLE,806.66,FAILED,FAILED,1127.91,FAILED,1315.18,975.02,372.99,1324.16,FAILED,1186.67,1133.71,1123.17,FAILED,FAILED,885.83,FAILED,826.29,703.37,454.40,301.69,636.88,FAILED,FAILED,FAILED,FAILED,2381.20,FAILED,FAILED,3226.15,FAILED,FAILED
20-100-lambda100-49_sat,SATISFIABLE,963.63,FAILED,FAILED,63.84,FAILED,334.43,294.14,711.03,634.05,FAILED,135.99,106.50,106.23,FAILED,FAILED,1070.11,1944.83,1975.92,283.33,365.62,217.69,186.33,FAILED,1544.13,3936.07,FAILED,1465.08,895.40,FAILED,FAILED,FAILED,FAILED
20-100-lambda100-89_sat,SATISFIABLE,1425.99,FAILED,FAILED,306.43,FAILED,2719.47,1026.05,1908.02,1098.82,FAILED,524.16,460.66,456.09,FAILED,FAILED,869.89,FAILED,FAILED,210.79,618.64,1034.24,482.84,FAILED,FAILED,FAILED,1395.20,1005.20,3916.89,FAILED,FAILED,FAILED,FAILED
20-100-p100-55_sat,SATISFIABLE,FAILED,FAILED,FAILED,1487.07,FAILED,FAILED,FAILED,1321.44,FAILED,FAILED,2164.64,477.70,481.92,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,808.77,2434.76,1453.53,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3407.57,FAILED,FAILED,FAILED
20180321_140826713_p_cnf_320_1120,SATISFIABLE,FAILED,FAILED,1015.59,64.14,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1.05,0.44,0.45,FAILED,FAILED,FAILED,FAILED,FAILED,4310.98,1003.33,FAILED,FAILED,FAILED,FAILED,2300.36,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
3d_perfect_euler_bricks,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4d_euler_bricks,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4d_perfect_euler_bricks,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_5color_166_100_02,SATISFIABLE,807.97,554.67,FAILED,521.11,FAILED,FAILED,88.02,358.88,1606.85,FAILED,423.97,529.43,44.74,FAILED,199.26,191.24,2704.17,157.17,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4668.97,FAILED,1829.72,685.82,FAILED,2512.27,FAILED,FAILED
50bits_11.dimacs,SATISFIABLE,1285.70,FAILED,FAILED,541.49,FAILED,261.99,528.85,2898.00,1227.87,FAILED,2140.85,1734.74,637.82,FAILED,796.07,641.07,2305.39,53.64,600.02,264.73,492.66,548.36,134.23,132.23,1081.87,629.25,691.57,3510.54,183.85,FAILED,FAILED,FAILED
52bits_12.dimacs,SATISFIABLE,FAILED,FAILED,FAILED,4063.22,FAILED,FAILED,2248.62,3898.49,1686.05,FAILED,3586.58,370.90,3881.97,FAILED,FAILED,134.63,FAILED,3220.72,2409.17,3902.94,966.66,3996.79,FAILED,FAILED,1402.91,2203.80,FAILED,FAILED,2092.65,FAILED,FAILED,FAILED
6-4-6-sc2018,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2558.90,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s105_Iter35,UNSATISFIABLE,1678.37,FAILED,FAILED,1231.52,FAILED,3296.23,2625.90,2006.04,1552.41,FAILED,988.24,1324.46,1105.58,FAILED,4825.44,2003.84,FAILED,FAILED,3265.54,1234.79,1158.99,1180.80,FAILED,FAILED,FAILED,FAILED,2215.03,FAILED,FAILED,FAILED,FAILED,FAILED
6s105_Iter99,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s133-sc2014,UNSATISFIABLE,5.48,FAILED,FAILED,401.18,FAILED,615.61,719.58,371.38,347.87,FAILED,272.03,337.02,346.91,FAILED,FAILED,4413.79,0.59,0.63,2776.14,242.55,2749.32,2684.06,FAILED,FAILED,FAILED,FAILED,4118.35,FAILED,FAILED,FAILED,FAILED,FAILED
6s158_Iter2,UNSATISFIABLE,2322.34,FAILED,FAILED,147.07,FAILED,724.61,FAILED,1138.16,231.15,FAILED,40.55,45.76,66.72,FAILED,FAILED,FAILED,FAILED,FAILED,2743.86,74.05,2585.27,2564.74,FAILED,FAILED,4045.37,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s184,UNSATISFIABLE,2.13,FAILED,FAILED,513.73,FAILED,717.00,894.13,434.93,449.92,FAILED,332.36,375.06,396.60,FAILED,FAILED,3149.58,0.40,0.41,2731.92,261.26,2756.35,2793.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s186_Iter20,UNSATISFIABLE,1643.33,FAILED,FAILED,241.62,FAILED,2017.36,1510.15,2009.30,1202.70,FAILED,279.54,381.98,431.82,FAILED,2087.08,905.63,1417.86,1102.93,1573.95,767.83,930.86,938.14,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s186_Iter99,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s22_Iter57,UNSATISFIABLE,810.64,FAILED,FAILED,991.85,FAILED,1305.26,1784.48,1651.47,1838.50,FAILED,646.81,857.82,807.27,FAILED,1284.98,904.30,893.57,1062.04,1912.43,1094.39,1356.85,1424.65,1687.49,1073.75,1818.89,4631.44,955.68,2871.29,1062.06,FAILED,FAILED,FAILED
6s22_Iter99,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s320rb1_Iter8,UNSATISFIABLE,1085.60,FAILED,FAILED,540.33,FAILED,3190.50,2644.67,2070.09,1747.86,FAILED,684.85,739.66,817.74,FAILED,2248.15,952.71,1523.71,1218.46,2443.79,836.24,1141.79,916.17,FAILED,FAILED,3167.46,FAILED,3328.56,FAILED,FAILED,FAILED,FAILED,FAILED
6s320rb1_Iter9,SATISFIABLE,476.20,FAILED,FAILED,367.11,FAILED,764.19,754.42,485.66,425.45,FAILED,398.31,432.63,448.08,FAILED,529.42,152.59,521.67,248.21,2859.26,466.45,1944.13,2541.07,FAILED,1408.91,FAILED,FAILED,2015.81,2504.76,3338.23,FAILED,FAILED,FAILED
8-5-6,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2250.16,2528.00,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
9dlx_vliw_at_b_iq6,UNSATISFIABLE,989.50,3601.58,FAILED,400.02,FAILED,1297.62,912.25,605.91,556.58,FAILED,433.98,485.73,479.60,FAILED,1021.25,816.69,999.45,1486.93,2975.92,1088.74,2960.47,2891.22,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Break_16_56.xml,SATISFIABLE,FAILED,FAILED,FAILED,139.50,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,330.93,212.60,155.01,FAILED,FAILED,3612.16,FAILED,FAILED,FAILED,1814.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Break_20_36.xml,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Break_20_54.xml,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Break_triple_12_30.xml,SATISFIABLE,1184.12,FAILED,FAILED,61.08,FAILED,FAILED,214.92,3834.77,3108.80,FAILED,172.79,33.06,62.45,FAILED,159.39,107.61,41.51,593.43,150.83,130.75,124.45,48.98,406.67,94.73,140.82,305.36,425.53,579.99,396.80,767.36,FAILED,FAILED
Break_triple_18_48.xml,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4870.85,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Break_triple_20_54.xml,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Break_triple_20_72.xml,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1827.38,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Break_unsat_10_15.xml,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Break_unsat_12_19.xml,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
BubbleVsPancakeSort_6_6,UNSATISFIABLE,117.02,266.00,FAILED,48.28,666.82,116.42,78.66,99.80,101.52,FAILED,80.11,88.73,106.93,FAILED,115.68,109.38,185.99,200.07,126.50,213.53,115.84,123.02,191.46,214.84,329.72,FAILED,377.63,229.41,209.93,FAILED,334.77,329.44
Carry_Bits_Fast_12.cnf,SATISFIABLE,26.51,6.73,1554.59,8.53,846.19,1387.85,3378.55,550.11,73.83,FAILED,0.29,0.28,0.31,FAILED,479.30,52.68,217.33,381.83,770.28,49.49,116.26,157.11,6.76,729.45,708.55,FAILED,210.02,1.88,4.89,468.74,267.09,263.57
Carry_Bits_Fast_16.cnf,SATISFIABLE,471.33,FAILED,FAILED,21.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,61.59,327.85,586.43,FAILED,FAILED,FAILED,FAILED,FAILED,2766.79,FAILED,3265.17,3657.61,1373.33,FAILED,FAILED,FAILED,FAILED,FAILED,2116.88,FAILED,FAILED,FAILED
Carry_Bits_Fast_18.cnf,SATISFIABLE,41.23,222.66,FAILED,1.63,2442.69,3218.26,4757.68,908.05,422.12,FAILED,0.43,0.44,0.42,0.04,239.03,11.77,167.42,1146.40,1737.63,59.47,229.06,587.98,8.63,3.51,65.69,FAILED,9.12,45.60,1.01,198.81,264.74,252.34
Carry_Bits_Fast_23.cnf,SATISFIABLE,426.56,15.73,2000.24,3.03,523.52,72.66,2617.94,421.90,3490.26,FAILED,10.47,6.83,12.48,FAILED,533.76,593.49,237.47,649.32,1.33,517.97,371.77,46.02,48.06,753.33,3190.66,FAILED,431.02,121.93,FAILED,131.85,34.76,35.93
Carry_Bits_Fast_4.cnf,SATISFIABLE,145.77,6.31,3600.23,4.33,2.06,3208.07,1431.32,891.09,11.00,FAILED,5.58,12.62,12.58,FAILED,215.88,2.18,218.96,1231.51,43.23,131.20,177.73,109.08,0.54,0.11,325.89,1495.64,23.80,6.82,0.35,49.65,390.84,392.22
Carry_Bits_Fast_5.cnf,SATISFIABLE,702.49,FAILED,FAILED,90.30,FAILED,FAILED,FAILED,FAILED,628.07,FAILED,188.66,518.63,543.92,FAILED,FAILED,FAILED,FAILED,FAILED,2698.38,337.95,3469.65,2759.44,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Carry_Bits_Fast_8.cnf,SATISFIABLE,407.81,116.59,FAILED,15.14,FAILED,FAILED,FAILED,FAILED,1934.87,FAILED,435.92,130.81,111.32,0.10,FAILED,FAILED,FAILED,FAILED,2532.55,2781.82,222.28,3834.54,65.46,FAILED,2581.59,FAILED,FAILED,FAILED,33.00,666.78,FAILED,FAILED
Carry_Save_Fast_1.cnf,SATISFIABLE,21.04,13.91,FAILED,32.19,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,88.39,49.77,51.64,0.35,FAILED,FAILED,FAILED,FAILED,2573.55,281.18,2562.82,2698.70,111.23,FAILED,FAILED,FAILED,FAILED,6.25,17.98,2364.60,124.93,128.08
Carry_Save_Fast_2.cnf,SATISFIABLE,530.38,141.25,FAILED,23.77,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,14.40,149.11,160.75,FAILED,FAILED,FAILED,FAILED,FAILED,0.63,284.09,2581.60,988.37,4.03,FAILED,FAILED,FAILED,FAILED,85.40,10.30,4983.00,FAILED,FAILED
Carry_Save_Fast_3.cnf,SATISFIABLE,15.86,179.65,FAILED,24.55,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2.77,30.89,33.41,0.08,FAILED,3474.76,FAILED,FAILED,2519.77,199.65,2506.57,1393.17,0.42,886.46,1203.57,FAILED,FAILED,147.35,3.03,766.59,FAILED,FAILED
DLTM_twitter690_74_16,SATISFIABLE,365.46,82.69,FAILED,1293.07,1070.63,978.62,1878.02,85.00,1019.13,FAILED,168.50,72.12,747.26,FAILED,1208.86,3990.58,1055.55,950.62,3131.47,1539.38,2749.33,2629.81,FAILED,FAILED,704.93,718.65,378.51,1899.25,FAILED,3117.90,3515.15,3563.32
Eternity-10-06_c18,SATISFIABLE,551.29,2520.87,FAILED,FAILED,FAILED,3100.99,1049.80,1672.28,1931.26,FAILED,159.44,763.15,768.11,FAILED,1553.46,FAILED,2328.00,3247.45,2624.88,3226.50,366.28,494.93,3443.98,FAILED,FAILED,FAILED,4000.70,FAILED,FAILED,FAILED,FAILED,FAILED
GP_100_948_32,SATISFIABLE,FAILED,FAILED,FAILED,28.34,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,348.63,3590.52,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_100_948_33,SATISFIABLE,FAILED,FAILED,FAILED,24.85,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3774.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,348.41,4368.95,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_100_948_34,SATISFIABLE,FAILED,FAILED,FAILED,24.88,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,347.71,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_100_950_32,SATISFIABLE,FAILED,FAILED,FAILED,31.55,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4947.13,3734.90,FAILED,FAILED,FAILED,FAILED,413.91,4073.00,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_100_950_33,SATISFIABLE,FAILED,FAILED,FAILED,31.09,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3281.03,FAILED,FAILED,FAILED,FAILED,407.91,3626.83,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_100_950_34,SATISFIABLE,FAILED,FAILED,FAILED,30.43,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2099.66,FAILED,FAILED,FAILED,FAILED,FAILED,404.78,3538.85,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_100_951_35,SATISFIABLE,FAILED,FAILED,FAILED,31.94,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3816.57,FAILED,FAILED,FAILED,FAILED,395.76,4234.99,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_100_951_37,SATISFIABLE,FAILED,FAILED,FAILED,32.27,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,402.21,4179.27,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_120_400_15,SATISFIABLE,4886.24,FAILED,FAILED,11.06,FAILED,FAILED,4336.30,3659.50,FAILED,FAILED,1882.37,1353.05,1096.29,1477.19,FAILED,FAILED,FAILED,FAILED,2145.46,2569.74,3190.52,1999.12,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_200_313_5,SATISFIABLE,FAILED,FAILED,FAILED,19.10,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2437.47,1172.24,671.51,1174.94,FAILED,FAILED,FAILED,80.86,2684.63,2868.61,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_300_250_15,SATISFIABLE,FAILED,FAILED,FAILED,21.26,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3449.18,3291.46,2059.75,FAILED,FAILED,FAILED,FAILED,FAILED,3794.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_500_200_20,SATISFIABLE,FAILED,FAILED,FAILED,23.97,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4707.22,FAILED,4284.77,4486.45,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GP_81_430_13,SATISFIABLE,FAILED,FAILED,FAILED,9.39,FAILED,FAILED,3785.11,2988.46,4000.63,FAILED,1887.33,3385.38,3045.62,793.74,FAILED,FAILED,FAILED,42.01,2353.08,3046.74,2466.81,1566.31,FAILED,FAILED,4604.51,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ITC2021_Early_4.xml,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2750.49,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ITC2021_Late_1.xml,SATISFIABLE,352.15,FAILED,FAILED,188.38,490.98,FAILED,425.94,419.27,4945.02,FAILED,48.78,54.61,32.13,2689.69,352.80,368.25,1002.32,476.13,28.82,256.94,120.97,407.43,1762.66,1060.22,234.76,527.80,1136.75,61.16,74.17,149.93,FAILED,FAILED
ITC2021_Late_2.xml,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ITC2021_Late_6.xml,SATISFIABLE,3967.89,FAILED,FAILED,354.02,1398.88,FAILED,FAILED,FAILED,FAILED,118.03,268.66,150.80,47.40,FAILED,FAILED,1917.21,FAILED,402.72,281.07,160.13,314.02,213.77,FAILED,1081.20,FAILED,2195.24,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Kakuro-easy-112-ext.xml.hg_7,SATISFIABLE,1287.44,FAILED,FAILED,1981.37,3288.48,1672.04,200.25,334.77,852.36,FAILED,206.80,263.46,250.99,FAILED,439.69,3045.89,617.97,1055.40,269.11,450.40,427.11,286.65,4103.40,3319.30,195.30,2214.96,485.38,162.12,1794.95,FAILED,FAILED,FAILED
Kakuro-easy-117-ext.xml.hg_5,SATISFIABLE,FAILED,FAILED,FAILED,1856.78,FAILED,FAILED,2844.44,FAILED,FAILED,FAILED,296.04,316.78,307.02,FAILED,FAILED,FAILED,FAILED,4288.58,355.14,1168.57,1988.33,1981.27,FAILED,FAILED,3954.65,FAILED,2878.88,FAILED,3658.20,FAILED,FAILED,FAILED
Kakuro-easy-125-ext.xml.hg_4,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3110.63,3262.96,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4904.52,2901.31,2956.39,2909.25,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
LABS_n041_goal003,SATISFIABLE,890.20,FAILED,FAILED,FAILED,FAILED,FAILED,230.26,1009.27,1570.99,FAILED,383.41,92.75,100.80,FAILED,1139.01,3029.29,594.57,2540.60,FAILED,295.43,1048.87,277.32,2001.32,FAILED,512.46,3621.49,FAILED,FAILED,312.86,FAILED,FAILED,FAILED
Lab-Project-FreeRTOS-Cellular-Library:Cellular_ATRemovePrefix,UNSATISFIABLE,3642.73,FAILED,FAILED,1663.06,FAILED,FAILED,FAILED,4581.74,3725.53,FAILED,1821.03,2167.60,2250.50,FAILED,4261.63,FAILED,2268.87,2100.13,FAILED,4724.59,FAILED,FAILED,2255.06,1980.41,2258.54,FAILED,FAILED,4492.46,FAILED,FAILED,FAILED,FAILED
Lab-Project-FreeRTOS-Cellular-Library:Cellular_ATRemoveTrailingWhiteSpaces,UNSATISFIABLE,581.29,FAILED,FAILED,724.31,FAILED,593.58,1107.57,971.01,1173.48,FAILED,663.96,1190.59,809.94,4100.50,4646.82,FAILED,845.19,740.16,1031.94,2118.19,2306.32,2793.16,514.75,690.45,581.16,1347.56,FAILED,1050.54,3513.99,FAILED,FAILED,FAILED
Nb52T6,UNSATISFIABLE,3450.78,3572.90,FAILED,2181.22,FAILED,3433.49,3821.34,3017.74,4909.32,FAILED,3711.08,4782.00,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1544.29,2550.87,1970.74,1879.97,3218.67,2795.07,FAILED,FAILED,FAILED,FAILED,3148.99,FAILED,FAILED,FAILED
Nb8T61,SATISFIABLE,FAILED,FAILED,FAILED,854.26,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,794.01,13.25,13.44,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,415.70,189.55,FAILED,FAILED,FAILED,39.99,FAILED,FAILED,FAILED,FAILED
PancakeVsInsertSort_6_7,UNSATISFIABLE,246.33,457.86,FAILED,112.58,1846.99,137.34,129.85,164.40,209.30,FAILED,122.91,139.42,131.04,FAILED,243.33,192.71,382.59,712.14,204.18,363.24,178.15,189.07,588.64,323.49,1048.03,FAILED,490.25,430.00,693.18,FAILED,717.53,718.54
PancakeVsInsertSort_7_7,UNSATISFIABLE,2677.91,FAILED,FAILED,1115.66,FAILED,FAILED,FAILED,3140.43,4116.43,FAILED,1083.45,1446.78,1519.29,FAILED,FAILED,4130.07,FAILED,FAILED,4266.71,4104.16,2973.06,2622.38,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
PancakeVsInsertSort_7_8,UNSATISFIABLE,FAILED,FAILED,FAILED,2023.81,FAILED,FAILED,FAILED,4428.08,FAILED,FAILED,2289.10,2600.04,2720.43,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
